name,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,event_points,ep_next,ep_this,gw,position,team,xP,minutes,starts,total_points,value
Will Alves,a,,,4.5,0,-0.5,-0.5,3,MID,Leicester,-0.5,0,0,0,45
Ben Nelson,u,0.0,0.0,4.0,0,0.0,0.0,3,DEF,Leicester,0.0,0,0,0,40
Bilal El Khannouss,a,,,5.0,1,1.1,1.1,3,MID,Leicester,1.1,22,0,1,50
Alisson Ramses Becker,a,,,5.5,8,7.5,7.5,3,GK,Liverpool,7.5,90,1,8,55
Trent Alexander-Arnold,a,,,7.0,6,7.2,7.2,3,DEF,Liverpool,7.2,75,1,6,70
Stefan Bajčetić Maquieira,u,0.0,0.0,4.5,0,0.0,0.0,3,MID,Liverpool,0.0,0,0,0,45
Conor Bradley,a,,,4.9,1,1.5,1.5,3,DEF,Liverpool,1.5,14,0,1,49
Bobby Clark,u,0.0,0.0,4.5,0,0.0,0.0,3,MID,Liverpool,0.0,0,0,0,45
Darwin Núñez Ribeiro,a,,,7.3,1,1.2,1.2,3,FWD,Liverpool,1.2,14,0,1,73
Diogo Teixeira da Silva,a,,,7.6,3,6.2,6.2,3,MID,Liverpool,6.2,75,1,3,76
Ben Doak,u,0.0,0.0,4.5,0,0.0,0.0,3,MID,Liverpool,0.0,0,0,0,45
Harvey Elliott,a,,,5.3,0,0.8,0.8,3,MID,Liverpool,0.8,0,0,0,53
Endo Wataru,a,,,4.9,0,0.8,0.8,3,MID,Liverpool,0.8,0,0,0,49
Cody Gakpo,a,,,7.3,1,1.2,1.2,3,FWD,Liverpool,1.2,24,0,1,73
Joe Gomez,a,,,4.9,0,0.5,0.5,3,DEF,Liverpool,0.5,0,0,0,49
Ryan Gravenberch,a,,,5.0,3,3.2,3.2,3,MID,Liverpool,3.2,90,1,3,50
Curtis Jones,d,25.0,25.0,5.4,0,0.1,0.1,3,MID,Liverpool,0.1,0,0,0,54
Caoimhin Kelleher,a,,,4.4,0,0.5,0.5,3,GK,Liverpool,0.5,0,0,0,44
Ibrahima Konaté,a,,,5.0,6,5.2,5.2,3,DEF,Liverpool,5.2,90,1,6,50
Luis Díaz,a,,,7.6,15,11.2,11.2,3,MID,Liverpool,11.2,65,1,15,75
Mohamed Salah,a,,,12.7,17,14.2,14.2,3,MID,Liverpool,14.2,90,1,17,126
Alexis Mac Allister,a,,,6.4,3,3.5,3.5,3,MID,Liverpool,3.5,90,1,3,64
James McConnell,a,,,4.5,0,0.5,0.5,3,MID,Liverpool,0.5,0,0,0,45
Tyler Morton,a,,,4.5,0,0.5,0.5,3,MID,Liverpool,0.5,0,0,0,45
Nathaniel Phillips,u,0.0,0.0,4.0,0,0.0,0.0,3,DEF,Liverpool,0.0,0,0,0,40
Jarell Quansah,a,100.0,100.0,4.3,0,0.8,0.8,3,DEF,Liverpool,0.8,0,0,0,43
Rhys Williams,u,0.0,0.0,4.0,0,0.0,0.0,3,DEF,Liverpool,0.0,0,0,0,40
Andrew Robertson,a,,,6.0,6,6.5,6.5,3,DEF,Liverpool,6.5,82,1,6,60
Dominik Szoboszlai,a,,,6.5,6,5.5,5.5,3,MID,Liverpool,5.5,90,1,6,65
Konstantinos Tsimikas,a,,,4.8,1,1.2,1.2,3,DEF,Liverpool,1.2,7,0,1,48
Virgil van Dijk,a,,,6.0,5,6.5,6.5,3,DEF,Liverpool,6.5,90,1,5,60
Federico Chiesa,a,,,7.0,0,3.0,3.0,3,MID,Liverpool,3.0,0,0,0,70
Manuel Akanji,a,,,5.5,1,4.0,4.0,3,DEF,Man City,4.0,90,1,1,55
Nathan Aké,a,,,5.4,1,1.3,1.3,3,DEF,Man City,1.3,2,0,1,54
Bernardo Veiga de Carvalho e Silva,a,,,6.6,7,6.0,6.0,3,MID,Man City,6.0,90,1,7,66
Oscar Bobb,i,0.0,0.0,4.8,0,0.0,0.0,3,MID,Man City,0.0,0,0,0,49
Scott Carson,a,,,4.0,0,1.0,1.0,3,GK,Man City,1.0,0,0,0,40
Kevin De Bruyne,a,,,9.6,1,6.3,6.3,3,MID,Man City,6.3,87,1,1,96
Jérémy Doku,a,,,6.5,2,3.3,3.3,3,MID,Man City,3.3,67,1,2,65
Ederson Santana de Moraes,a,,,5.5,2,5.0,5.0,3,GK,Man City,5.0,90,1,2,55
Phil Foden,d,75.0,25.0,9.4,0,1.0,0.3,3,MID,Man City,0.3,0,0,0,94
Jack Grealish,a,100.0,100.0,6.4,2,1.7,1.7,3,MID,Man City,1.7,71,1,2,64
Joško Gvardiol,a,,,6.0,2,4.7,4.7,3,DEF,Man City,4.7,87,1,2,60
Erling Haaland,a,,,15.2,17,14.7,14.7,3,FWD,Man City,14.7,90,1,17,151
Julián Álvarez,u,0.0,0.0,7.0,0,0.0,0.0,3,FWD,Man City,0.0,0,0,0,70
João Cavaco Cancelo,u,0.0,0.0,5.3,0,0.0,0.0,3,DEF,Man City,0.0,0,0,0,53
Mateo Kovačić,a,100.0,75.0,5.5,2,5.7,4.3,3,MID,Man City,4.3,90,1,2,55
Rico Lewis,a,,,4.7,6,5.7,5.7,3,DEF,Man City,5.7,90,1,6,46
Matheus Luiz Nunes,a,,,4.9,4,2.7,2.7,3,MID,Man City,2.7,18,0,4,49
James McAtee,a,,,4.9,0,1.3,1.3,3,MID,Man City,1.3,0,0,0,49
Stefan Ortega Moreno,a,,,5.4,0,1.0,1.0,3,GK,Man City,1.0,0,0,0,54
Rodrigo 'Rodri' Hernandez,a,100.0,75.0,6.4,0,1.0,0.8,3,MID,Man City,0.8,0,0,0,64
Rúben Gato Alves Dias,a,,,5.5,0,3.3,3.3,3,DEF,Man City,3.3,90,1,0,55
John Stones,a,,,5.4,0,1.3,1.3,3,DEF,Man City,1.3,0,0,0,54
Kyle Walker,a,,,5.4,1,1.3,1.3,3,DEF,Man City,1.3,2,0,1,54
Sávio 'Savinho' Moreira de Oliveira,d,75.0,100.0,6.5,0,3.2,4.3,3,MID,Man City,4.3,0,0,0,65
Nico O'Reilly,a,,,5.0,0,1.0,1.0,3,MID,Man City,1.0,0,0,0,50
Ilkay Gündogan,a,,,6.5,1,2.0,2.0,3,MID,Man City,2.0,22,0,1,65
Issa Kaboré,u,0.0,,4.5,0,0.0,1.0,3,DEF,Man City,1.0,0,0,0,45
Amad Diallo,a,,,5.0,1,3.8,2.8,3,MID,Man Utd,2.8,21,0,1,50
Antony Matheus dos Santos,a,,,5.9,0,0.8,-0.2,3,MID,Man Utd,-0.2,0,0,0,59
Bruno Borges Fernandes,a,,,8.4,2,2.8,1.8,3,MID,Man Utd,1.8,90,1,2,84
Altay Bayindir,a,,,4.4,0,0.5,-0.5,3,GK,Man Utd,-0.5,0,0,0,45
Carlos Henrique Casimiro,a,,,5.0,1,2.5,1.5,3,MID,Man Utd,1.5,45,1,1,50
Diogo Dalot Teixeira,a,,,5.0,1,3.5,2.5,3,DEF,Man Utd,2.5,90,1,1,50
Christian Eriksen,a,,,5.4,1,0.8,-0.2,3,MID,Man Utd,-0.2,4,0,1,54
Jonny Evans,a,,,4.4,0,0.8,-0.2,3,DEF,Man Utd,-0.2,0,0,0,44
Alejandro Garnacho,a,,,6.4,2,2.8,1.8,3,MID,Man Utd,1.8,68,1,2,64
Hannibal Mejbri,u,0.0,0.0,4.5,0,0.0,0.0,3,MID,Man Utd,0.0,0,0,0,45
Tom Heaton,a,,,4.0,0,0.5,-0.5,3,GK,Man Utd,-0.5,0,0,0,40
Rasmus Højlund,d,50.0,0.0,6.9,0,0.2,0.0,3,FWD,Man Utd,0.0,0,0,0,69
Victor Lindelöf,i,0.0,0.0,4.4,0,0.0,0.0,3,DEF,Man Utd,0.0,0,0,0,44
Harry Maguire,a,100.0,100.0,5.0,1,3.2,2.2,3,DEF,Man Utd,2.2,21,0,1,50
Kobbie Mainoo,a,,,5.4,1,2.2,1.2,3,MID,Man Utd,1.2,90,1,1,55
Tyrell Malacia,i,0.0,0.0,4.4,0,0.0,0.0,3,DEF,Man Utd,0.0,0,0,0,44
Lisandro Martínez,a,,,4.5,0,3.2,2.2,3,DEF,Man Utd,2.2,90,1,0,45
Scott McTominay,u,0.0,0.0,4.9,0,0.0,0.0,3,MID,Man Utd,0.0,0,0,0,49
Mason Mount,i,0.0,0.0,6.4,0,0.0,0.0,3,MID,Man Utd,0.0,0,0,0,64
André Onana,a,,,5.0,1,3.2,2.2,3,GK,Man Utd,2.2,90,1,1,50
Facundo Pellistri Rebollo,u,0.0,0.0,5.0,0,0.0,0.0,3,MID,Man Utd,0.0,0,0,0,50
Marcus Rashford,a,,,6.9,2,2.8,1.8,3,MID,Man Utd,1.8,90,1,2,69
Luke Shaw,d,50.0,0.0,4.9,0,0.2,0.0,3,DEF,Man Utd,0.0,0,0,0,49
Joshua Zirkzee,a,,,7.0,1,3.8,2.8,3,FWD,Man Utd,2.8,85,1,1,71
Leny Yoro,i,0.0,0.0,4.4,0,0.0,0.0,3,DEF,Man Utd,0.0,0,0,0,44
Matthijs de Ligt,a,,,5.0,0,1.2,0.2,3,DEF,Man Utd,0.2,68,1,0,50
Noussair Mazraoui,a,,,4.5,1,4.8,3.8,3,DEF,Man Utd,3.8,90,1,1,45
Toby Collyer,a,,,4.5,1,0.8,-0.2,3,MID,Man Utd,-0.2,45,0,1,45
Ethan Wheatley,a,,,4.5,0,1.5,0.5,3,FWD,Man Utd,0.5,0,0,0,45
Alex Murphy,a,,,4.0,0,0.5,0.5,3,DEF,Newcastle,0.5,0,0,0,40
Miguel Almirón Rejala,a,,,5.8,1,1.2,1.2,3,MID,Newcastle,1.2,1,0,1,58
Harvey Barnes,a,,,6.4,9,5.5,5.5,3,MID,Newcastle,5.5,60,1,9,64
Sven Botman,i,0.0,0.0,4.5,0,0.0,0.0,3,DEF,Newcastle,0.0,0,0,0,45
Bruno Guimarães Rodriguez Moura,a,,,6.4,1,2.5,2.5,3,MID,Newcastle,2.5,90,1,1,64
Dan Burn,a,,,4.5,0,2.5,2.5,3,DEF,Newcastle,2.5,90,1,0,45
Martin Dúbravka,a,100.0,75.0,4.4,0,0.5,0.4,3,GK,Newcastle,0.4,0,0,0,44
Anthony Gordon,a,,,7.4,2,5.5,5.5,3,MID,Newcastle,5.5,90,1,2,75
Lewis Hall,a,,,4.5,1,2.8,2.8,3,DEF,Newcastle,2.8,22,0,1,45
Isaac Hayden,a,,,4.5,0,0.5,0.5,3,MID,Newcastle,0.5,0,0,0,45
Alexander Isak,a,,,8.5,9,5.8,5.8,3,FWD,Newcastle,5.8,90,1,9,85
Jacob Murphy,a,,,5.4,4,2.5,2.5,3,MID,Newcastle,2.5,29,0,4,54
Joelinton Cássio Apolinário de Lira,a,,,6.0,1,4.8,4.8,3,MID,Newcastle,4.8,90,1,1,60
Lloyd Kelly,a,,,4.5,4,2.8,2.8,3,DEF,Newcastle,2.8,67,1,4,45
Emil Krafth,d,75.0,,4.5,2,2.8,3.8,3,DEF,Newcastle,3.8,90,1,2,45
Garang Kuol,a,,,4.5,0,0.5,0.5,3,MID,Newcastle,0.5,0,0,0,45
Jamaal Lascelles,i,0.0,0.0,4.5,0,0.0,0.0,3,DEF,Newcastle,0.0,0,0,0,45
Jamal Lewis,u,0.0,,4.0,0,0.0,0.5,3,DEF,Newcastle,0.5,0,0,0,40
Tino Livramento,a,,,4.5,2,3.8,3.8,3,DEF,Newcastle,3.8,90,1,2,45
Sean Longstaff,a,,,4.9,1,2.5,2.5,3,MID,Newcastle,2.5,67,1,1,50
Lewis Miley,i,0.0,0.0,5.0,0,0.0,0.0,3,MID,Newcastle,0.0,0,0,0,50
Odysseas Vlachodimos,a,,,4.4,0,0.5,0.5,3,GK,Newcastle,0.5,0,0,0,45
Nick Pope,a,,,5.0,4,5.8,5.8,3,GK,Newcastle,5.8,90,1,4,50
John Ruddy,a,,,4.0,0,0.5,0.5,3,GK,Newcastle,0.5,0,0,0,40
Fabian Schär,a,100.0,0.0,5.4,0,-0.2,0.0,3,DEF,Newcastle,0.0,0,0,0,54
Matt Targett,a,100.0,100.0,4.0,0,0.5,0.5,3,DEF,Newcastle,0.5,0,0,0,40
Sandro Tonali,a,100.0,100.0,5.5,1,0.8,0.8,3,MID,Newcastle,0.8,22,0,1,55
Kieran Trippier,a,,,5.8,0,0.8,0.8,3,DEF,Newcastle,0.8,0,0,0,59
Joe White,u,0.0,0.0,4.5,0,0.0,0.0,3,MID,Newcastle,0.0,0,0,0,45
Joe Willock,d,25.0,25.0,4.9,0,0.2,0.2,3,MID,Newcastle,0.2,0,0,0,49
Callum Wilson,d,50.0,0.0,6.9,0,0.2,0.0,3,FWD,Newcastle,0.0,0,0,0,69
Miodrag Pivaš,a,,,4.0,0,0.5,0.5,3,DEF,Newcastle,0.5,0,0,0,40
William Osula,a,,,5.0,0,0.5,0.5,3,FWD,Newcastle,0.5,0,0,0,50
Álex Moreno Lopera,a,,,4.4,0,-0.5,0.0,3,DEF,Nott'm Forest,0.0,0,0,0,44
Ola Aina,a,100.0,100.0,4.4,2,3.5,4.0,3,DEF,Nott'm Forest,4.0,90,1,2,44
Elliot Anderson,a,,,5.0,6,2.8,3.3,3,MID,Nott'm Forest,3.3,90,1,6,50
Taiwo Awoniyi,a,,,5.8,1,0.5,1.0,3,FWD,Nott'm Forest,1.0,1,0,1,59
Willy Boly,a,,,4.5,0,0.5,1.0,3,DEF,Nott'm Forest,1.0,0,0,0,45
Josh Bowler,u,0.0,0.0,4.5,0,0.0,0.0,3,MID,Nott'm Forest,0.0,0,0,0,45
Carlos Miguel dos Santos Pereira,a,,,4.4,0,-0.5,0.0,3,GK,Nott'm Forest,0.0,0,0,0,44
Eric da Silva Moreira,a,,,4.5,0,-0.5,0.0,3,MID,Nott'm Forest,0.0,0,0,0,45
Danilo dos Santos de Oliveira,i,0.0,0.0,4.8,0,0.0,0.0,3,MID,Nott'm Forest,0.0,0,0,0,49
Emmanuel Dennis,a,,,5.0,0,-0.5,0.0,3,FWD,Nott'm Forest,0.0,0,0,0,50
Nicolás Domínguez,a,,,4.9,0,-0.2,0.3,3,MID,Nott'm Forest,0.3,0,0,0,49
Anthony Elanga,a,100.0,100.0,5.4,2,1.5,2.0,3,MID,Nott'm Forest,2.0,90,1,2,54
Morgan Gibbs-White,a,,,6.5,1,3.8,4.3,3,MID,Nott'm Forest,4.3,90,1,1,65
Callum Hudson-Odoi,a,,,5.4,2,2.2,2.7,3,MID,Nott'm Forest,2.7,79,1,2,55
Alex Mighten,u,0.0,0.0,4.5,0,0.0,0.0,3,MID,Nott'm Forest,0.0,0,0,0,45
Murillo Santiago Costa dos Santos,a,,,4.5,2,3.2,3.7,3,DEF,Nott'm Forest,3.7,90,1,2,45
Neco Williams,a,,,4.5,2,2.5,3.0,3,DEF,Nott'm Forest,3.0,90,1,2,45
Omar Richards,u,0.0,0.0,4.5,0,0.0,0.0,3,DEF,Nott'm Forest,0.0,0,0,0,45
Lewis O'Brien,u,0.0,0.0,5.0,0,0.0,0.0,3,MID,Nott'm Forest,0.0,0,0,0,50
Andrew Omobamidele,a,,,4.4,0,-0.5,0.0,3,DEF,Nott'm Forest,0.0,0,0,0,44
Jonathan Panzo,u,0.0,0.0,4.0,0,0.0,0.0,3,DEF,Nott'm Forest,0.0,0,0,0,40
Ibrahim Sangaré,a,,,4.5,0,0.8,1.3,3,MID,Nott'm Forest,1.3,57,1,0,45
Matz Sels,a,,,4.5,2,3.2,3.7,3,GK,Nott'm Forest,3.7,90,1,2,45
Harry Toffolo,a,,,4.4,0,-0.2,0.3,3,DEF,Nott'm Forest,0.3,0,0,0,45
Hwang Ui-jo,a,,,4.5,0,-0.5,0.0,3,FWD,Nott'm Forest,0.0,0,0,0,45
Chris Wood,a,,,6.1,9,5.8,6.3,3,FWD,Nott'm Forest,6.3,90,1,9,61
Joe Worrall,u,0.0,0.0,4.5,0,0.0,0.0,3,DEF,Nott'm Forest,0.0,0,0,0,45
Ryan Yates,a,100.0,75.0,5.0,1,2.5,2.2,3,MID,Nott'm Forest,2.2,32,0,1,50
James Ward-Prowse,a,,,6.3,0,-0.2,0.3,3,MID,Nott'm Forest,0.3,0,0,0,64
Nikola Milenković,a,,,4.5,2,2.2,2.7,3,DEF,Nott'm Forest,2.7,90,1,2,45
João Pedro Ferreira Silva,a,,,6.0,1,0.2,0.7,3,MID,Nott'm Forest,0.7,1,0,1,60
Ramón Sosa,a,,,5.5,1,0.0,0.5,3,MID,Nott'm Forest,0.5,10,0,1,55
Aaron Ramsdale,a,,,4.4,2,0.2,0.2,3,GK,Southampton,0.2,90,1,2,44
Cameron Archer,a,,,5.0,1,0.5,0.5,3,FWD,Southampton,0.5,45,0,1,50
Lesley Ugochukwu,a,,,4.5,0,-0.5,-0.5,3,MID,Southampton,-0.5,0,0,0,45
Ryan Fraser,a,,,4.9,0,-0.5,-0.5,3,MID,Southampton,-0.5,0,0,0,49
Carlos Alcaraz Durán,u,0.0,0.0,4.9,0,0.0,0.0,3,MID,Southampton,0.0,0,0,0,49
Samuel Amo-Ameyaw,a,,,4.5,0,-0.2,-0.2,3,MID,Southampton,-0.2,0,0,0,45
Joe Aribo,a,,,5.0,2,1.5,1.5,3,MID,Southampton,1.5,81,1,2,50
Adam Armstrong,a,,,5.5,1,0.8,0.8,3,FWD,Southampton,0.8,45,1,1,55
Gavin Bazunu,i,0.0,0.0,4.4,0,0.0,0.0,3,GK,Southampton,0.0,0,0,0,45
Jan Bednarek,a,,,4.0,1,0.8,0.8,3,DEF,Southampton,0.8,90,1,1,40
Armel Bella-Kotchap,a,,,4.0,0,-0.5,-0.5,3,DEF,Southampton,-0.5,0,0,0,40
James Bree,a,,,4.0,0,-0.5,-0.5,3,DEF,Southampton,-0.5,0,0,0,40
Shea Charles,u,0.0,0.0,4.5,0,0.0,0.0,3,MID,Southampton,0.0,0,0,0,45
Samuel Edozie,a,,,4.9,0,-0.2,-0.2,3,MID,Southampton,-0.2,0,0,0,49
Ronnie Edwards,a,,,4.0,0,-0.5,-0.5,3,DEF,Southampton,-0.5,0,0,0,40
Taylor Harwood-Bellis,a,,,4.0,0,0.5,0.5,3,DEF,Southampton,0.5,55,1,0,40
Kamaldeen Sulemana,d,50.0,50.0,5.0,0,-0.2,-0.2,3,MID,Southampton,-0.2,0,0,0,50
Adam Lallana,a,100.0,100.0,5.0,4,0.8,0.8,3,MID,Southampton,0.8,8,0,4,50
Juan Larios López,a,100.0,100.0,4.0,0,-0.5,-0.5,3,DEF,Southampton,-0.5,0,0,0,40
Mateusz Lis,u,0.0,0.0,4.0,0,0.0,0.0,3,GK,Southampton,0.0,0,0,0,40
Joe Lumley,a,,,4.0,0,-0.5,-0.5,3,GK,Southampton,-0.5,0,0,0,40
Ryan Manning,a,,,4.4,0,-0.5,-0.5,3,DEF,Southampton,-0.5,0,0,0,44
Sékou Mara,u,0.0,0.0,5.0,0,0.0,0.0,3,FWD,Southampton,0.0,0,0,0,50
Alex McCarthy,a,,,4.5,0,1.5,1.5,3,GK,Southampton,1.5,0,0,0,45
Paul Onuachu,a,,,5.0,0,-0.5,-0.5,3,FWD,Southampton,-0.5,0,0,0,50
Will Smallbone,a,,,5.0,1,1.2,1.2,3,MID,Southampton,1.2,45,1,1,50
Jack Stephens,a,,,4.0,1,0.8,0.8,3,DEF,Southampton,0.8,90,1,1,40
Ross Stewart,d,50.0,50.0,4.5,0,-0.2,-0.2,3,FWD,Southampton,-0.2,0,0,0,45
Sugawara Yukinari,a,,,4.5,7,2.8,2.8,3,DEF,Southampton,2.8,90,1,7,45
Charlie Taylor,a,,,4.0,0,-0.2,-0.2,3,DEF,Southampton,-0.2,0,0,0,40
Kyle Walker-Peters,a,,,4.5,1,1.2,1.2,3,DEF,Southampton,1.2,90,1,1,45
Nathan Wood-Gordon,a,,,4.0,0,-0.5,-0.5,3,DEF,Southampton,-0.5,0,0,0,40
Maxwel Cornet,a,,,4.9,0,-0.5,-0.5,3,MID,Southampton,-0.5,0,0,0,49
Flynn Downes,a,,,5.0,2,1.2,1.2,3,MID,Southampton,1.2,90,1,2,50
Ben Brereton Díaz,a,,,5.4,2,1.2,1.2,3,MID,Southampton,1.2,90,1,2,55
Tyler Dibling,a,,,4.5,1,0.5,0.5,3,MID,Southampton,0.5,34,0,1,45
Mateus Gonçalo Espanha Fernandes,a,,,5.0,1,0.5,0.5,3,MID,Southampton,0.5,45,0,1,50
Dominic Solanke-Mitchell,d,25.0,25.0,7.5,0,-0.1,0.0,3,FWD,Spurs,0.0,0,0,0,75
Ashley Phillips,u,0.0,0.0,4.0,0,0.0,0.0,3,DEF,Spurs,0.0,0,0,0,40
Brandon Austin,a,,,4.0,0,-1.0,-0.5,3,GK,Spurs,-0.5,0,0,0,40
Rodrigo Bentancur,a,100.0,100.0,5.0,0,-0.7,-0.2,3,MID,Spurs,-0.2,8,0,0,50
Lucas Bergvall,a,,,4.5,1,0.0,0.5,3,MID,Spurs,0.5,8,0,1,45
Yves Bissouma,a,100.0,100.0,5.0,1,2.3,2.8,3,MID,Spurs,2.8,81,1,1,50
Bryan Gil Salvatierra,u,0.0,0.0,5.0,0,0.0,0.0,3,MID,Spurs,0.0,0,0,0,50
Ben Davies,a,,,4.4,0,-1.0,-0.5,3,DEF,Spurs,-0.5,0,0,0,45
Alfie Devine,a,,,4.5,0,-1.0,-0.5,3,MID,Spurs,-0.5,0,0,0,45
Radu Drăgușin,a,,,4.4,1,-0.7,-0.2,3,DEF,Spurs,-0.2,90,1,1,44
Emerson Leite de Souza Junior,u,0.0,0.0,4.5,0,0.0,0.0,3,DEF,Spurs,0.0,0,0,0,45
Fraser Forster,a,,,4.5,0,-1.0,-0.5,3,GK,Spurs,-0.5,0,0,0,45
Archie Gray,a,,,4.9,0,-0.3,0.2,3,MID,Spurs,0.2,0,0,0,49
Pierre-Emile Højbjerg,u,0.0,0.0,5.0,0,0.0,0.0,3,MID,Spurs,0.0,0,0,0,50
Brennan Johnson,a,,,6.4,4,2.0,2.5,3,MID,Spurs,2.5,45,0,4,64
Dejan Kulusevski,a,,,6.4,2,2.0,2.5,3,MID,Spurs,2.5,90,1,2,64
Giovani Lo Celso,u,0.0,0.0,4.9,0,0.0,0.0,3,MID,Spurs,0.0,0,0,0,49
James Maddison,a,,,7.5,1,3.0,3.5,3,MID,Spurs,3.5,81,1,1,75
Pedro Porro,a,100.0,100.0,5.5,1,4.3,4.8,3,DEF,Spurs,4.8,90,1,1,55
Sergio Reguilón,a,,,4.4,0,-1.0,-0.5,3,DEF,Spurs,-0.5,0,0,0,44
Richarlison de Andrade,i,0.0,0.0,6.9,0,0.0,0.0,3,FWD,Spurs,0.0,0,0,0,70
Cristian Romero,a,,,5.1,1,4.7,5.2,3,DEF,Spurs,5.2,90,1,1,51
Pape Matar Sarr,a,,,4.9,0,0.0,0.5,3,MID,Spurs,0.5,45,1,0,49
Dane Scarlett,u,0.0,0.0,4.5,0,0.0,0.0,3,FWD,Spurs,0.0,0,0,0,45
Manor Solomon,u,0.0,0.0,5.4,0,0.0,0.0,3,MID,Spurs,0.0,0,0,0,54
Son Heung-min,a,,,10.0,3,6.0,6.5,3,MID,Spurs,6.5,90,1,3,100
Djed Spence,a,,,4.4,0,-0.3,0.2,3,DEF,Spurs,0.2,0,0,0,45
Destiny Udogie,a,,,5.0,1,2.0,2.5,3,DEF,Spurs,2.5,90,1,1,50
Micky van de Ven,d,75.0,,4.5,0,2.0,3.2,3,DEF,Spurs,3.2,0,0,0,45
Alejo Véliz,u,0.0,0.0,5.0,0,0.0,0.0,3,FWD,Spurs,0.0,0,0,0,50
Guglielmo Vicario,a,,,5.0,1,2.0,2.5,3,GK,Spurs,2.5,90,1,1,50
Timo Werner,a,,,6.4,1,-0.3,0.2,3,MID,Spurs,0.2,16,0,1,64
Alfie Whiteman,a,,,4.0,0,-1.0,-0.5,3,GK,Spurs,-0.5,0,0,0,40
Will Lankshear,a,,,4.5,0,-1.0,-0.5,3,FWD,Spurs,-0.5,0,0,0,45
Mikey Moore,a,,,4.5,0,-1.0,-0.5,3,MID,Spurs,-0.5,0,0,0,45
Wilson Odobert,a,,,5.5,2,0.7,1.2,3,MID,Spurs,1.2,73,1,2,55
Aaron Wan-Bissaka,a,,,4.5,1,0.7,-0.3,3,DEF,West Ham,-0.3,90,1,1,45
Edson Álvarez Velázquez,a,100.0,100.0,5.0,2,1.0,0.0,3,MID,West Ham,0.0,76,1,2,50
Michail Antonio,a,,,5.5,2,2.0,1.0,3,FWD,West Ham,1.0,70,1,2,55
Alphonse Areola,d,75.0,,4.5,1,2.0,1.7,3,GK,West Ham,1.7,45,1,1,45
Jarrod Bowen,a,,,7.5,5,5.0,4.0,3,MID,West Ham,4.0,85,1,5,75
Vladimír Coufal,a,,,4.5,1,2.7,1.7,3,DEF,West Ham,1.7,19,0,1,45
Aaron Cresswell,d,25.0,25.0,4.0,0,0.1,-0.2,3,DEF,West Ham,-0.2,0,0,0,40
George Earthy,u,0.0,0.0,4.5,0,0.0,0.0,3,MID,West Ham,0.0,0,0,0,45
Emerson Palmieri dos Santos,a,,,4.5,0,2.3,1.3,3,DEF,West Ham,1.3,70,1,0,45
Łukasz Fabiański,a,,,4.0,1,0.3,-0.7,3,GK,West Ham,-0.7,45,0,1,40
Wes Foderingham,a,,,4.5,0,0.0,-1.0,3,GK,West Ham,-1.0,0,0,0,45
Danny Ings,a,,,5.0,0,0.3,-0.7,3,FWD,West Ham,-0.7,0,0,0,50
Max Kilman,a,,,4.5,0,4.3,3.3,3,DEF,West Ham,3.3,90,1,0,45
Mohammed Kudus,a,,,6.4,2,2.3,1.3,3,MID,West Ham,1.3,90,1,2,64
Luis Guilherme Lira dos Santos,a,,,4.9,0,0.0,-1.0,3,MID,West Ham,-1.0,0,0,0,49
Lucas Tolentino Coelho de Lima,a,,,6.0,2,3.7,2.7,3,MID,West Ham,2.7,90,1,2,60
Konstantinos Mavropanos,a,,,4.5,1,3.3,2.3,3,DEF,West Ham,2.3,90,1,1,45
Nayef Aguerd,u,0.0,,4.4,0,0.0,-1.0,3,DEF,West Ham,-1.0,0,0,0,44
Tomáš Souček,a,,,5.0,1,4.7,3.7,3,MID,West Ham,3.7,13,0,1,50
Kurt Zouma,u,0.0,,4.4,0,0.0,-1.0,3,DEF,West Ham,-1.0,0,0,0,44
Andy Irving,a,,,4.9,0,0.0,-1.0,3,MID,West Ham,-1.0,0,0,0,49
Crysencio Summerville,a,,,5.9,1,0.7,-0.3,3,MID,West Ham,-0.3,4,0,1,59
Guido Rodríguez,a,,,5.0,1,2.0,1.0,3,MID,West Ham,1.0,90,1,1,50
Niclas Füllkrug,a,,,6.9,1,1.0,0.0,3,FWD,West Ham,0.0,19,0,1,69
Jean-Clair Todibo,a,,,4.5,0,0.7,-0.3,3,DEF,West Ham,-0.3,0,0,0,45
Kaelan Casey,a,,,4.0,0,1.0,0.0,3,DEF,West Ham,0.0,0,0,0,40
Sam Johnstone,a,,,4.4,3,0.5,1.0,3,GK,Wolves,1.0,90,1,3,44
Rayan Aït-Nouri,a,,,4.5,1,0.8,1.3,3,DEF,Wolves,1.3,59,1,1,45
Boubacar Traoré,i,0.0,0.0,4.9,0,0.0,0.0,3,MID,Wolves,0.0,0,0,0,50
Jean-Ricner Bellegarde,a,,,5.0,6,2.5,3.0,3,MID,Wolves,3.0,74,1,6,50
Daniel Bentley,a,,,4.0,0,-0.5,0.0,3,GK,Wolves,0.0,0,0,0,40
Francisco Jorge Tomás Oliveira,u,0.0,,4.5,0,0.0,0.3,3,MID,Wolves,0.3,0,0,0,45
Tawanda Chirewa,u,0.0,0.0,4.5,0,0.0,0.0,3,MID,Wolves,0.0,0,0,0,45
Leon Chiwome,i,0.0,0.0,4.5,0,0.0,0.0,3,FWD,Wolves,0.0,0,0,0,45
